username,rating,comment
nabiladhalia,5,
akmalzed,5,
farhanabad,5,
miftahfadhil1,3,
alisodikinn44,3,
ikan.asin.berkah,3,
noviirania24,5,
muhammadtegar16,4,
deoadityaaa,5,
a*****h,5,
bagusgooners,5,
crissmyles07,5,
zosymus.official,5,
m.dani21,5,
tako27,5,
javasalfreda,5,
rizkiaminfauzi,5,
koepenpen,5,
nevallhrdt_,5,
mhandry,5,
bagus_saputra2004,5,
sulizsetyo,4,
ariefcaong,4,
dodipb26_,4,
kingsecondmart,4,
yedrahanif1,5,
wildanart21,5,
ghalangghazaly,5,
,5,
bajlaraldi,5,
riyan652,5,
tbfebbyardhian,5,
mrhenal7,5,
ryancavallera27,5,
ryancavallera27,5,
mmushab_20,3,
hehakuferry,4,
wahyusemmy14,4,
ekssalindmkbatam,4,
yulia0582,5,
rizky_1210,5,
,5,
gilangpandanu1998,5,
robyaldin,5,
,5,
donynaewo_,5,
defioctavia,5,
dony.sakti,5,
mohdanil,5,
masnobantul,5,
ricardo9796,5,
regirhamanda,5,
epannn1228,5,
ikwanwahyudhi,4,
adifit0606,5,
,3,
zailanmalini,5,
qiblanurzaman131313,4,
rozack_,4,
vitovidhi,4,
ratihrs12_,4,
faturtriambudi,5,
,5,
vatria190999,5,
mualim789,5,
m.eep.siroji,5,
faqihfirdauskp,5,
september28,5,
diazmalik,5,
agus.setia1708,5,
,5,
rifqi_nichol,5,
haqqin_nazili,5,
nurulhasanah_1811,5,
rafaellx,3,
nad1rakids,3,
muhafdal221,3,
ahmadsyah7,4,
ilwan.m.ilmawan,5,
ardhowww,5,
,5,
ceon20,5,
kancil12mail,5,
jaidijaidi1107,5,
i*****3,5,
trinoornamungkas,5,
harris.irawan21,5,
fikrirg93,5,
ildaherbalstore,5,
sfrhnsa,3,
samuelkapitan,4,
mochamad_ngimadudin,4,
amridojaya,5,
fikrihaykal0202,5,
heru060689,5,
indramuhammadjsjs,5,
rizki_fuazan,5,
marchellramotmanurung,5,
vierawww,5,
faisal_pp,5,
yadusabar,5,
fajrisutaro,5,
r*****q,5,
yahyamazhuri,4,
holisnur207,5,
dodikpray,5,
ratumsysfa20_,5,
epra_10,5,
ahmd_habib23,5,
ika.farihah,5,
putradenasri,5,
ndryrabany,5,
agusdwiistanto,5,
royanxxbsy,5,
8ke04ovdkr,5,
arysaputro01,4,
w*****e,4,
ama1530,4,
isvayadi,4,
rajaannasfauzyy18,5,
,4,
winsatria,5,
fahruladji09,5,
ahmadroza123,5,
y*****i,5,
eellmunawar,5,
dwygeol,5,
athifmzain,5,
ade3s,5,
petapaxgenit,5,
cristin_melianawati,5,
antynurhayati1234,5,
saefull12345,4,
,4,
,5,
ryan.rismansyah,5,
asmirali,5,
amirul062,5,
deltaputrar,5,
ridhoo91,5,
edintaputra,5,
saefultabrin16,5,
selpaputraperdana,4,
fendywidagdo,5,
arininoviasanti07,5,
muh_syuaib,5,
roisson,5,
hariri107,5,
wzkt14,5,
alians85,5,
herisee,5,
donkohesi,5,
syauqi_aqlan_ramadhan,5,
ijallsantosa,3,
woyberantem,3,
rizkiramadhanv,4,
yeyenajaaa,5,
euisnurliani,5,
ibnualimohammad,5,
s*****q,5,
mtmorthega,5,
indah07aprilia22,5,
yudiashidqiaw,5,
raiswidodo,5,
obidichunk,5,
miljanradovic,5,
mn.fief,4,
athfsl,4,
ablrozaq,4,
bagusprmdyaa,4,
lindasukamtolinda,5,
sagareyscoot,5,
afen_dy,5,
sariarta5951,5,
cahyasat,5,
reynaldpurba94,5,
romihidays,5,
ariel_yudistira,5,
anggahfabs,5,
arsyadalmersyah03,5,
naomimareta,5,
sixelse,5,
stevenpioh11,5,
dionrosyid76,5,
muthsetum,5,
q2f2cy28_o,5,
tantowi_yp,4,
candra.17,4,
mhdyodi,5,
thobibhackim,5,
syaiful106,5,
deery1993,5,
danangsetio05,5,
hanafi.fs_12,5,
wildanbantar,5,
sulaiimii,5,
j5mw0snh1n,5,
bntng11,5,
habibganda,5,
brotohadiwinata10,5,
lutfiazis190701,5,
,5,
cucunsupriatna_,4,
ardetahfidz,4,
g*****7,4,
m*****n,1,
irfansuprianjaya10,5,
prayogatingky,5,
akbararafad,5,
jssspeedsghop,5,
tiyas11108,5,
selfira._,5,
scvenom,5,
fyeen,5,
tiyas11108,5,
us3le5s,4,
mzidhan23,4,
didihen,4,
d*****a,5,
,3,
lilydorisa,4,
andikakumara,5,
muhammad_setia20,5,
buddy_tb,5,
faridrayhan,5,
sarahsiti7766,5,
malasngoding.com,4,
ikylawalata,4,
d4v1dp123,3,
rakabiyam,4,
aliftio28,4,
guidoyuda,5,
ahmadakusuma,5,
imanroman2107,5,
rehan028,5,
ikeesaktianaardianto,4,
ndaknduwejeneng123,4,
brother_thrift,5,
dhanuuuu,5,
mutia_discus,5,
08_22_96_89_80_75,5,
o81keixon5,5,
the1875,5,
muhammadfajarnas,5,
darul_lesmanaa,5,
muhammadzuhriiiii,5,
iko_hatamimi,4,
jauvinm,4,
filipusferry,5,
ayyashyahya,3,
rahmadanis97,4,
yuyun_yulinah14,3,
,5,
aldi_bahri,5,
misbahkul23.,5,
doedas963,5,
hsng1q0faj,5,
rivalbogor,5,
nadekda,5,
,4,
rasyidpratama7,4,
dickyriyqn,4,
alivpenyox,3,
rzkyy12__,5,
imammuarif2002,1,
friscaandayani357,5,
deryjuhna,5,
yudaeptr23,5,
riskaayuu98,5,
,5,
jumadifebriadi,5,
riofaldy11,5,
hidayanthi12,5,
antoniusbagus10,5,
,4,
derifrata,4,
riskytanto,4,
humaidi999,4,
kode_keras,5,
9zn_wucppe,5,
rizalsetyapramana,5,
0un1sv1d2_,4,
danirizaldi122,4,
aangletoy,4,
dalif688,4,
mfathinnaufal,4,
dimasaldy22,4,
,5,
nununugrahazx31,5,
m*****9,5,
alfiah_dwid,5,
debiasmek1807,5,
amirahdianto,5,
,5,
opa_19,3,
,3,
wildan013_,5,
afriyadhibgs,5,
aliffitraanugrah,5,
ahmadyahya4444,5,
s*****_,5,
eigermonth,5,
rianaian,4,
,5,
yusianggraini290898,5,
wildanfitra22,5,
lanjolanjolai,5,
rifqikusnindarm,2,
local.indi,5,
6058_7991_0011,5,
rap7pliibm,5,
mrizkyfeb24,4,
,5,
,5,
mohamadfazarudinyusup,5,
_sx_856j6b,5,
lusiana097,5,
yegirizki25,5,
hamdani_abid,5,
a*****7,5,
eriqfarikhin,4,
nandito.s.a.p_99,5,
,3,
riscy_umbur22,5,
ricalnasution22,5,
muhammadamin060,5,
fikri_kurniawan,5,
a*****r,5,
aldaaudinuryawan117,5,
dd9cjdzz2m,4,
putrioctaviasijabat,5,
didaardika,5,
sulthanrr22,5,
nanang_rifqi,5,
ghitryms,5,
berkah_bekas,5,
ani2607,5,
mochamadiqbalabdiriadi,5,
ina.naya30,5,
hanifaji23,5,
,5,
,5,
,5,
,5,
,5,
rzqmaulanaa,5,
apridho14,5,
robertuskristian161,5,
mas_choe,5,
hanifsaputraa,5,
prian_widad01,5,
,5,
siswanto.andik,5,
,5,
intandevita,5,
,5,
,5,
,5,
devianmaulana26,5,
bmpzmp,5,
kk12bila,5,
ojn7b2qnrm,5,
diaaaaaaaan2020,5,
glgsgt,5,
ryqea7jepw,5,
davinkristiawan,5,
diah27puspita,5,
giorno999977,5,
,5,
,5,
bang.ian,5,
ariefrifkihusnaeni,5,
wahyualghifary23051995,5,
dafalafaqih,5,
ecephelmi07,5,
afikaaaa24,5,
rifat_23,5,
jizlu,5,
enom1,5,
yudhawonk,5,
khalifrahmann,5,
jimmyekohi,5,
radetama,5,
,5,
zaharafajar,5,
pasaquatic,5,
yudhamaulana321,5,
irwanharjantos,5,
,5,
restugistian27,5,
adeseptianty234,5,
divaasikumbang_,5,
elisa_gladis,5,
hanif1012,5,
intantann123,5,
aqilbusri,5,
adaeroby,5,
irhassiiagam,5,
agusparwoto14,5,
andidarmahera,5,
sabilars,5,
dhiya110,5,
jordiarief,5,
gladlatif10_,5,
trisubakti21,5,
d*****s,5,
muhammadalihafi,5,
circuito,5,
azhelin2304,5,
nragst,5,
zulkaidah091,5,
z*****0,5,
empinkdauzs,5,
atsilahaulia,5,
arrizalr,5,
nazillahkh,5,
lutfhihabibi,5,
dwi_arianto10,5,
fatahilla04,5,
michaelvictor22,5,
gandajulianda,5,
iwangnrsd10,5,
400p_jrzoo,5,
rossyissor,5,
tegarjulyanes,5,
,5,
a*****a,5,
bima_widi00,5,
muhlis241,5,
harjosulaeman_,5,
afifahalfiah,5,
akbarbilal20,5,
aidaa_123,5,
bangunrendinugraha,5,
leni.oktaria10,5,
dayataja597,5,
faiz_ridho22,5,
pdewil02,5,
beres_07,5,
chandrazulkarnain,5,
m.fersita,5,
,5,
,5,
mustainz,5,
,5,
021220syf,5,
asriswr,5,
dwi161220,5,
dewabismaaa,5,
sean2360,5,
kusumaarga,5,
,5,
h*****4,5,
ikanh99,5,
hendrahidayatakbar,5,
rachmanrizkiansyah,5,
s.m.akmal,5,
ordricksukasah,5,
rahmadriyan,5,
dikdiks22,5,
60gxkj12l6,5,
ariofitono0908,5,
iisatria,5,
s_jus9touw,5,
imam_albana,5,
olipialaa,5,
riskyyanto1206,5,
apaapacet,5,
abiq11,5,
kukuhmiko,5,
dio_ghibran,5,
,5,
tianputra6,5,
delvik123,5,
hanann65,5,
miraa.hutagalung_,5,
gerlddd,5,
yukuy,5,
rafli_rip,5,
irmapama05,5,
hsidosh,5,
rgg5ba54ce,5,
rxxxo,5,
nengsihjunengsih713,5,
afrahusnun,5,
a*****_,5,
toko_manisun,5,
chorinpr1234,5,
rahmatzein07,5,
meca_u9455,5,
baharaslam,5,
justinananta23,5,
ridostwn_,5,
adan_8,5,
aldi2021986,5,
m*****h,5,
faisal.nur,5,
h.ghatta,5,
zanuarzanuar,5,
samsiwalkomar,5,
bagasmuliadharmika,5,
ramlysyawal,5,
ando816,5,
vtdcvxt92g,5,
riza_fahlefi23,5,
jepandaxx,5,
yudikusnadi111,5,
gwe3ewvhb4,5,
basskres,5,
redhi28,5,
stvnolhnda,5,
cindyputrii19,5,
akbar.casper.25,5,
haafidh1,5,
xxiwonn_,5,
riekediahfitaloka,5,
namiabdialex,5,
elmatriana99,5,
saktitrance,5,
l61a8huv59,5,
fernandksuy,5,
yesintarin29,5,
ftchr.r,5,
elennn2,5,
triawanprasojo,5,
irfan.yuniarta,5,
inamanoma,5,
7crs0u3y_l,5,
vioonganakabah,5,
ajaisptra,5,
abiyyumuffid,5,
a*****8,5,
m*****6,5,
agustianprakoso,5,
malik.sapura123,5,
fajarfahrurrozu,5,
riyanriyan997,5,
reihan2810,5,
hanif.0233,5,
syahrur_hamtaro,5,
perlyyy,5,
s*****a,5,
hengkybejaz,5,
rantipurwntii,5,
afdillahnasyit,5,
acengabdulaziz_8,5,
irfanpermana92,5,
wawanwandira8,5,
syahrulkasim21,5,
nauprahaditya,5,
danill12234,5,
alya_ulfa12,5,
bgserwanto,5,
s.ramadhan16,5,
d*****9,5,
muharirmuharir397,5,
jinghibrid,5,
wahyunurmalsyi00,5,
grosirhijab92,5,
hatami_14,5,
herricandra,5,
f*****h,5,
tegarzulfikar12,5,
dhiah_siuce,5,
awangrafi973,5,
qiaibna771,5,
lovesafrian,5,
harissaputra282,5,
fahmialashar07,5,
qx1_kf6awf,5,
s*****z,5,
a*****i,5,
reyhanalkadri,5,
slametsupriyanto790,5,
yadisupriadi180583,5,
yogananto12,5,
nckri.padang,5,
nazilafzh,5,
adnan.irgi,5,
obitfjr,5,
nurmahmudi20,5,
ardiansyahmaydanitaaa,5,
gerlddd,5,
yukuy,5,
rafli_rip,5,
irmapama05,5,
hsidosh,5,
rgg5ba54ce,5,
rxxxo,5,
nengsihjunengsih713,5,
afrahusnun,5,
a*****_,5,
toko_manisun,5,
chorinpr1234,5,
rahmatzein07,5,
meca_u9455,5,
fahri.sng,5,
maliqpajar,5,
j*****y,5,
riskiiki212,5,
mudah.raseki,5,
wigatirahayi,5,
fikriansyah221,5,
irvanalimustofa11,5,
akbarsyaiful538,5,
sgandi001,5,
rizkyrusmawan877,5,
i*****n,5,
l61a8huv59,5,
fernandksuy,5,
yesintarin29,5,
ftchr.r,5,
elennn2,5,
ditoarmana0,5,
riadipmip,5,
a*****a,5,
chan0707_,5,
_zendy,5,
chahkawi,5,
vin_apin94,5,
u*****a,5,
mochamadiqbalabdiriadi,5,
ina.naya30,5,
hanifaji23,5,
,5,
apridho14,5,
robertuskristian161,5,
mas_choe,5,
hanifsaputraa,5,
,5,
021220syf,5,
asriswr,5,
dwi161220,5,
kusumaarga,5,
,5,
intandevita,5,
prian_widad01,5,
,5,
siswanto.andik,5,
,5,
rzqmaulanaa,5,
m.fersita,5,
,5,
,5,
sean2360,5,
anggisetiawan_38,2,
arif_syaiful97,4,
de_phins,4,
d*****e,4,
muadaffa98,4,
,4,
ferdyatc,4,
abizarwahid,4,
rayyishanig13,4,
,4,
franskrikets,4,
,4,
akiraneu,4,
muhroshin.anwar,4,
winawdr213678,4,
rifkywd22,4,
ismailadityaaa,4,
,4,
andrikostipen,4,
javierzufar,4,
dedy_proyogi,4,
r50p_vaxnc,4,
freditya17,4,
suryakece1212,4,
m*****h,4,
aliakbarrrrrrrrrrr,4,
myjack31,4,
izalonce,4,
,4,
odin1995,4,
herrycahyo28,4,
6_axo7q0_1,4,
hansalamsyah007,4,
enghnkl,4,
hndkrn_,4,
sriilindaa,4,
nndabudi,4,
kumbanglananglanang,4,
ahmadriadi362,4,
masonmount375,4,
hayatiseftiany,4,
yoga.syaiful.bahri,4,
riaky0205,4,
i*****7,4,
lukmangozilla,4,
rifaldimuh,4,
rzqie06,4,
hamdany073,4,
i*****3,4,
sutanfatah,4,
eepaann,4,
82rgyig0tb,4,
iqram_official,4,
andia000,4,
muhayah09,4,
kazien,4,
lvps_eoew1,4,
jumadliversyahputra,4,
dhewicandra_,4,
muhammadanshoruddin,4,
nitainday,4,
,4,
,4,
lulubabi,4,
iralhabsy98,4,
,4,
wahyuzakymaulana,3,
deni12gunawan93,3,
bang_puj,3,
fairusnfl_,3,
agym_bachtiyar13,3,
oooonih,3,
naufalfurqon123,3,
ankaz,3,
thisisafhum,3,
fahrusamna09,3,
fauzanalan878,3,
yayayr,3,
,3,
aflaazer,3,
sandyihrp,3,
saenmobile,3,
naynaneng12,3,
sansardiansyah,3,
9e1jvhnram,3,
ipoenksidartha,3,
khodijahes,3,
ojanfau,1,
niko2943,2,
rahamathidayat87,1,
